Scheme Name,Net Asset Value
BANDHAN Bond Fund - Income Plan-Direct Plan-Quarterly IDCW,12.6933
BANDHAN Bond Fund - Short Term - Regular Plan - Growth,48.8583
BANDHAN Bond Fund - Short Term - Regular Plan - Monthly IDCW,10.4036
BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,14.8156
BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,10.3674
BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,30.1365
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,13.7395
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,13.4323
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,29.3974
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,22.2642
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,13.9032
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,28.6415
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,14.7457
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,15.2834
CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,53.4030
CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),16.4410
CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,48.7834
CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),14.7863
HDFC Income Fund - Growth Option,50.0872
HDFC Income Fund - Growth Option - Direct Plan,54.7137
HDFC Income Fund - Normal IDCW - Direct Plan,17.3027
HDFC Income Fund - Normal IDCW Option,15.7954
HDFC Income Fund - Quarterly IDCW Option,11.1523
HDFC Income Fund - Quarterly IDCW- Direct Plan,12.4349
HSBC Medium to Long Duration Fund - Direct Growth,39.9863
HSBC Medium to Long Duration Fund - Direct Quarterly IDCW,10.7481
HSBC Medium to Long Duration Fund - Regular Growth,36.7565
HSBC Medium to Long Duration Fund - Regular Quarterly IDCW,10.7970
ICICI Prudential Bond Fund - Bonus,12.4602
ICICI Prudential Bond Fund - Direct Plan - Growth,35.8338
ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,10.8547
ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly,11.6219
ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly,11.9311
ICICI Prudential Bond Fund - Growth,34.1274
ICICI Prudential Bond Fund - Half Yearly IDCW,11.1917
ICICI Prudential Bond Fund - IDCW Monthly,11.4093
ICICI Prudential Bond Fund - IDCW Quarterly,11.5551
ICICI Prudential Bond Fund- Institutional Growth,25.0654
ICICI Prudential Bond Fund- Institutional Monthly Dividend,10.6444
ICICI Prudential Bond Fund- Institutional Quarterly Dividend,11.4294
JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units,25.3132
JM Medium to Long Duration Fund (Direct) - Growth Option,58.9639
JM Medium to Long Duration Fund (Direct) - Quarterly IDCW,20.8353
JM Medium to Long Duration Fund (Regular) - Growth Option,53.4961
JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,18.1889
JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,21.8867
Kotak Bond Fund - Direct Plan - Standard IDCW option,24.1615
Kotak Bond Fund - Growth - Direct,72.5935
Kotak Bond Fund - Regular Plan - Standard IDCW Option,40.482
Kotak Bond Fund - Regular Plan Growth,66.0751
Kotak Bond-Deposit-Dividend,13.6554
Kotak Bond-Deposit-Growth,42.9354
LIC MF Bond Fund-Direct Plan-Growth,65.6252
LIC MF Bond Fund-Direct Plan-IDCW,15.8559
LIC MF Bond Fund-Regular Plan-Growth,62.2068
LIC MF Bond Fund-Regular Plan-IDCW,13.6354
NIPPON INDIA INCOME FUND - ANNUAL IDCW Option,13.0902
NIPPON INDIA INCOME FUND - Direct Plan - ANNUAL IDCW Option,14.3578
NIPPON INDIA INCOME FUND - Direct Plan - HALF YEARLY IDCW Option,13.5750
NIPPON INDIA INCOME FUND - Direct Plan - MONTHLY IDCW Option,11.5124
NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option,13.9311
Nippon India Income Fund - Direct Plan Growth Plan - Growth Option,85.2402
Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option,24.3583
Nippon India Income Fund - Growth Plan Bonus Option,22.3114
Nippon India Income Fund - Growth Plan Growth Option,77.6068
NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option,12.6214
NIPPON INDIA INCOME FUND - MONTHLY IDCW Option,10.8515
NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option,13.2244
SBI Magnum Income Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),18.3534
SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),18.7895
SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),15.9084
SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),17.1290
SBI Magnum Income Fund-DIRECT PLAN - Bonus,39.2572
SBI Magnum Income Fund-DIRECT PLAN -Growth,64.6874
SBI Magnum Income Fund-REGULAR PLAN-Bonus,36.8536
SBI Magnum Income Fund-REGULAR PLAN-Growth,60.8235
Tata Income Fund - Direct Plan - Growth Option,72.1992
Tata Income Fund -Regular Plan - Growth Option,66.6140
TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option ,41.0962
Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,38.6487
TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option,16.8454
Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,15.3414
UTI Bond Fund - Direct Plan - Annual IDCW,12.1463
UTI Bond Fund - Direct Plan - Flexi IDCW,13.3524
UTI Bond Fund - Direct Plan - Half-Yearly IDCW,12.8506
UTI Bond Fund - Direct Plan - Quarterly IDCW,21.6589
UTI Bond Fund - Regular Plan - Annual IDCW,12.09
UTI Bond Fund - Regular Plan - Flexi IDCW,12.3503
UTI Bond Fund - Regular Plan - Half-Yearly IDCW,12.5485
UTI Bond Fund - Regular Plan - Quarterly IDCW,16.3131
UTI Bond Fund- Regular Plan - Growth,63.5157
UTI Bond Fund-Growth - Direct,68.6311
Aditya Birla Sun Life Money Manager Fund - Daily IDCW,100.1019
Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,100.1019
Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,100.2087
Aditya Birla Sun Life Money Manager Fund - Growth,316.2534
Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,319.5006
Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,100.1019
Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,103.8821
Aditya Birla Sun Life Money Manager Fund - Retail Growth,389.787
Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,100.2071
Axis Money Market Fund - Direct Plan - Annual IDCW,1147.2470
Axis Money Market Fund - Direct Plan - Daily IDCW,1005.6131
Axis Money Market Fund - Direct Plan - Growth Option,1230.5712
Axis Money Market Fund - Direct Plan - Monthly IDCW,1011.9792
Axis Money Market Fund - Direct Plan - Quarterly IDCW,1069.3302
Axis Money Market Fund - Regular Plan - Annual IDCW,1140.4096
Axis Money Market Fund - Regular Plan - Daily IDCW,1005.6127
Axis Money Market Fund - Regular Plan - Growth Option,1223.5985
Axis Money Market Fund - Regular Plan - Monthly IDCW,1009.9921
Axis Money Market Fund - Regular Plan - Quarterly IDCW,1062.3250
BANDHAN Money Manager Fund - Regular Plan - Monthly IDCW,10.2879
BANDHAN Money Manager Fund - Regular Plan - Growth,34.8040
BANDHAN Money Manager Fund - Regular Plan - Daily IDCW,10.0994
BANDHAN Money Manager Fund - Regular Plan - Periodic IDCW,11.4140
BANDHAN Money Manager Fund - Regular Plan - Weekly IDCW,10.1336
BANDHAN Money Manager Fund -Direct Plan-Daily IDCW,10.0994
BANDHAN Money Manager Fund -Direct Plan-Growth,37.2491
BANDHAN Money Manager Fund -Direct Plan-Monthly IDCW,10.2274
BANDHAN Money Manager Fund -Direct Plan-Periodic IDCW,13.6466
BANDHAN Money Manager Fund -Direct Plan-Weekly IDCW,10.1120
Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW,1000.0000
Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW,1001.0579
Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,1012.3869
Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,1001.2948
Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,1199.2844
Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,1186.9177
Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,1005.9764
Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,1001.2824
DSP Savings Fund - Direct Plan -  IDCW - Daily,10.1527
DSP Savings Fund - Direct Plan - Growth,46.4883
DSP Savings Fund - Direct Plan - IDCW,12.2469
DSP Savings Fund - Direct Plan - IDCW - Monthly,10.8847
DSP Savings Fund - Regular Plan - Growth,45.3364
DSP Savings Fund - Regular Plan - IDCW,12.2143
DSP Savings Fund - Regular Plan - IDCW - Daily,10.1021
DSP Savings Fund - Regular Plan - IDCW - Monthly,10.8564
Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,26.8052
Edelweiss Money Market Fund - Direct Plan - Growth Option,26.8086
Edelweiss Money Market Fund - Direct Plan - IDCW Option,24.9999
Edelweiss Money Market Fund - Institutional Plan - Growth Option,21.1135
Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,24.4663
Edelweiss Money Market Fund - Regular Plan - Growth Option,24.6712
Edelweiss Money Market Fund - Regular Plan - IDCW Option,23.2067
Franklin India Savings Fund - Direct - Growth,44.2176
Franklin India Savings Fund - Growth Option,42.9332
Franklin India Savings Fund - Institutional Option - Dividend,0.0000
Franklin India Savings Fund - Institutional Option - Growth,0.0000
Franklin India Savings Fund Retail Option - Daily - IDCW,10.0457
Franklin India Savings Fund Retail Option - Direct - Daily - IDCW,10.0571
Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW,10.7282
Franklin India Savings Fund Retail Option - Direct - Quarterly - IDCW,11.0566
Franklin India Savings Fund Retail Option - Monthly - IDCW,10.3095
Franklin India Savings Fund Retail Option - Quarterly - IDCW,10.5815
HDFC Money Market Fund - Daily IDCW Option,1063.64
HDFC Money Market Fund - Daily IDCW Option - Direct Plan,1063.64
HDFC Money Market Fund - Growth Option,4893.6329
HDFC Money Market Fund - Growth Option - Direct Plan,4973.2457
HDFC Money Market Fund - Weekly IDCW Option,1063.9283
HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,1063.9572
HSBC Money Market Fund - Direct Daily IDCW,10.8591
HSBC Money Market Fund - Direct Growth,23.6685
HSBC Money Market Fund - Direct Monthly IDCW,12.2426
HSBC Money Market Fund - Direct Weekly IDCW,13.1826
HSBC Money Market Fund - Regular Daily IDCW,10.8591
HSBC Money Market Fund - Regular Growth,22.6908
HSBC Money Market Fund - Regular Monthly IDCW,11.5883
HSBC Money Market Fund - Regular Weekly IDCW,13.0957
ICICI Prudential Money Market Fund - Direct Plan Bonus,151.2089
ICICI Prudential Money Market Fund -Bonus,118.0134
ICICI Prudential Money Market Fund Dividend,100.0952
ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,100.1435
ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,101.3351
ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,327.7253
ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,150.1618
ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,101.0456
ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,100.8340
ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),306.6704
ICICI Prudential Money Market Fund Option - Daily IDCW,100.1431
ICICI Prudential Money Market Fund Option - Growth,324.4744
ICICI Prudential Money Market Fund Option - IDCW Others,149.0259
ICICI Prudential Money Market Fund Option - Monthly IDCW,100.8819
ICICI Prudential Money Market Fund Option - Weekly IDCW,100.7708
ICICI Prudential Money Market Fund Option -Fortnightly IDCW,100.6605
Invesco India Money Market Fund - Daily IDCW (Reinvestment),1000.29
Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1006.2569
Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2416.9532
Invesco India Money Market Fund - Direct Plan - Growth,2698.047
Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1063.0711
Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),2624.0048
Invesco India Money Market Fund - Growth,2620.7961
Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1021.7699
Invesco India Money Market Fund - Regular - Growth,2354.695
Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1250.6466
Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1002.4961
JM Money Market Fund (Direct) - Fortnightly Dividend Option,10.3279
JM Money Market Fund (Direct) - Growth,28.7506
JM Money Market Fund (Direct) - Weekly Dividend,10.6743
JM Money Market Fund (Direct) Bonus Option - Principal Units,15.9606
JM Money Market Fund (Direct)- Daily Dividend Option,10.0508
JM Money Market Fund - Bonus Option - Principal Units,15.7555
JM Money Market Fund - Daily Dividend,10.0418
JM Money Market Fund - Fortnighly Dividend,10.3110
JM Money Market Fund - Growth,28.2812
JM Money Market Fund - Weekly Dividend,10.6454
Kotak Money Market Scheme - (Growth),3842.316
Kotak Money Market Scheme - (Growth) - Direct,3868.1705
Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option),1051.9813
Kotak Money Market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,1104.7505
LIC MF Money Market Fund-Direct Growth,1046.4329
LIC MF Money Market Fund-Regular Growth,1042.8478
LIC MF Money Market Fund-Regular IDCW,1042.8478
Mirae Asset Money Market Fund Direct Growth,1089.2896
Mirae Asset Money Market Fund Direct IDCW,1087.9857
Mirae Asset Money Market Fund Regular Growth,1081.9985
Mirae Asset Money Market Fund Regular IDCW,1081.9818
NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,1004.7265
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,1004.6512
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1017.9928
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,1024.5590
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,1006.1883
Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,2107.2977
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,3583.7051
NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,1017.8594
NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1024.3992
NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,1006.1886
Nippon India Money Market Fund-Growth Plan-Bonus Option,1713.3216
Nippon India Money Market Fund-Growth Plan-Growth Option,3547.8981
PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,1006.0804
PGIM India Money Market Fund - Direct Plan - Growth Option,1170.8167
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,1029.3862
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,1003.6186
PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,1006.0777
PGIM India Money Market Fund - Regular Plan - Growth Option,1144.216
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,1023.3162
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,1003.3523
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,37.9634
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,35.7550
SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.0475
SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.8542
SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.6370
SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.0987
SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.6549
SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.3050
Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0620
Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3620
Sundaram Money Market Fund Direct Plan - Growth,12.9248
Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.2173
Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.2173
Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.6205
Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.6205
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4882
Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0620
Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3717
Sundaram Money Market Fund Regular Plan - Growth,12.8707
Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.1966
Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1966
Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.5702
Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.5702
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4946
Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,1114.5200
Tata Money Market Fund- Direct Plan- Growth Option,4091.5821
Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,1114.5200
Tata Money Market Fund-Regular Plan - Growth Option,4037.8068
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,1051.9224
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,1037.105
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,1050.7432
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,1035.5546
Union Money Market Fund - Direct Plan -  Growth Option,1087.7824
Union Money Market Fund - Direct Plan -  Monthly IDCW Option,1004.8492
Union Money Market Fund - Direct Plan -  Weekly IDCW Option,1000.2588
Union Money Market Fund - Direct Plan - Daily IDCW Option,1000.0024
Union Money Market Fund - Regular Plan -  Growth Option,1074.8969
